accommodates,bedrooms,bathrooms,number_of_reviews,review_scores_rating,availability_30,reviews_per_month,cleaning_fee,security_deposit,bed_bath_ratio,cleaning_per_guest,host_is_superhost,instant_bookable,bedroom_per_guest,review_score_per_month,room_type_Private room,room_type_Shared room,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,property_type_nan,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_super_strict_30,log_price
0.7755972654562343,1.3295625493865928,0.7640135585809497,-1.3169511214173084,0.010889677892687893,-0.7963226570420995,-1.133056660431005,0.5031229558932003,-0.756634009171522,0.3679787840876036,0.22906925400826178,-0.3529290683851657,-0.45719670992142347,0.10174161083204993,-1.7326527376097822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.5254529391317835
-0.5128199797921463,-0.22712953176516018,-0.3727330386167562,1.099810238075774,0.2552939274983218,1.7893933979687726,0.1488362444465288,-0.11648756337246749,0.9621680023864899,0.020276191205803117,-0.22748970645632835,-0.3529290683851657,2.1872423363935973,0.101262297909425,0.5032147417833718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.189654742026425
-0.5128199797921463,-0.22712953176516018,-0.3727330386167562,1.184644242018612,0.72455008674114,1.0932390754658456,-0.5401166571455662,-1.3696348968469934,-0.756634009171522,0.020276191205803117,-1.3194232307172997,2.8334305376871374,-0.45719670992142347,0.101262297909425,0.056215952586052303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.189654742026425
0.7755972654562343,-0.22712953176516018,-0.3727330386167562,-0.8530327042877023,0.9591781663625489,-0.19961895203959046,-0.06626506417075946,0.6851490894382926,0.9812873971658909,0.020276191205803117,0.4662113902433137,-0.3529290683851657,-0.45719670992142347,-0.8573635473408197,0.4109299777720837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.330733340286331
-0.5128199797921463,-0.22712953176516018,0.7640135585809497,0.9594457967255465,0.8418641265518444,0.4965353704633367,0.6809581408290528,0.07932836835915898,-0.756634009171522,-0.3901264763221072,0.014841771170735096,2.8334305376871374,-0.45719670992142347,0.101262297909425,0.7803731235223419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.382026634673881
-0.5128199797921463,-0.22712953176516018,-0.3727330386167562,0.15363546767137415,0.9591781663625489,-0.29906956954000863,0.3956123930332076,0.4249772187456165,-0.756634009171522,0.020276191205803117,0.4662113902433137,2.8334305376871374,-0.45719670992142347,0.101262297909425,0.6554931597310497,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.330733340286331
0.13138864283204396,-0.22712953176516018,-0.3727330386167562,1.4006741494175903,-0.21396223174449636,1.3915909279671002,1.343956718315395,-1.3696348968469934,-0.756634009171522,0.020276191205803117,-1.3194232307172997,-0.3529290683851657,-0.45719670992142347,-0.5377683596790834,1.0025514587728106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.61512051684126
-0.5128199797921463,-0.22712953176516018,1.9007601557786558,1.507135004230845,0.48992200711973083,2.1871958679704453,0.7413209733770466,-0.11648756337246749,-0.756634009171522,-0.6273695569818653,-0.22748970645632835,2.8334305376871374,-0.45719670992142347,0.101262297909425,0.7921179420019525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.330733340286331
-0.5128199797921463,-0.22712953176516018,-0.3727330386167562,1.4871546309429655,0.48992200711973083,0.3970847529629185,1.714238663208334,-1.3696348968469934,-0.756634009171522,0.020276191205803117,-1.3194232307172997,2.8334305376871374,-0.45719670992142347,0.101262297909425,1.1680771157212215,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.07753744390572
1.4198058880804247,1.3295625493865928,-0.3727330386167562,1.0432165871012387,0.2552939274983218,1.1926896929662638,-0.0585889637418759,0.6851490894382926,1.2404378095203037,0.9337640291080784,0.34386025170806533,2.8334305376871374,-0.45719670992142347,-0.28182373936705807,0.387057397039184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.438079308923196
